Fecha,Temporada,Jornada,Equipo1,Equipo2,Goles1,Goles2
11/03/1984,1983-1984,27,Murcia,Athletic Club,0,1
11/03/1984,1983-1984,27,Real Madrid,Sevilla,2,2
11/03/1984,1983-1984,27,Valencia,Salamanca,1,0
11/03/1984,1983-1984,27,Valladolid,Osasuna,0,1
17/03/1984,1983-1984,28,Barcelona,Valencia,0,0
18/03/1984,1983-1984,28,Athletic Club,Sporting de Gijón,1,0
18/03/1984,1983-1984,28,Atlético de Madrid,CD Málaga,3,1
18/03/1984,1983-1984,28,Mallorca,Valladolid,1,1
18/03/1984,1983-1984,28,Murcia,Español,2,0
18/03/1984,1983-1984,28,Osasuna,Real Madrid,1,1
18/03/1984,1983-1984,28,Salamanca,Real Sociedad,1,1
18/03/1984,1983-1984,28,Sevilla,Betis,2,1
18/03/1984,1983-1984,28,Zaragoza,Cádiz,1,2
24/03/1984,1983-1984,29,Valencia,Atlético de Madrid,1,2
25/03/1984,1983-1984,29,Betis,Osasuna,1,0
25/03/1984,1983-1984,29,Cádiz,Salamanca,2,0
25/03/1984,1983-1984,29,Español,Zaragoza,0,0
25/03/1984,1983-1984,29,Sporting de Gijón,Murcia,1,1
25/03/1984,1983-1984,29,CD Málaga,Sevilla,1,0
25/03/1984,1983-1984,29,Real Sociedad,Barcelona,0,1
25/03/1984,1983-1984,29,Real Madrid,Mallorca,2,0
25/03/1984,1983-1984,29,Valladolid,Athletic Club,0,0
31/03/1984,1983-1984,30,Barcelona,Cádiz,4,1
01/04/1984,1983-1984,30,Athletic Club,Real Madrid,2,1
01/04/1984,1983-1984,30,Atlético de Madrid,Real Sociedad,2,1
01/04/1984,1983-1984,30,Sporting de Gijón,Español,0,1
01/04/1984,1983-1984,30,Mallorca,Betis,0,1
01/04/1984,1983-1984,30,Murcia,Valladolid,1,2
01/04/1984,1983-1984,30,Osasuna,CD Málaga,0,0
01/04/1984,1983-1984,30,Salamanca,Zaragoza,1,1
01/04/1984,1983-1984,30,Sevilla,Valencia,2,0
07/04/1984,1983-1984,31,Zaragoza,Barcelona,0,1
08/04/1984,1983-1984,31,Betis,Athletic Club,2,0
08/04/1984,1983-1984,31,Cádiz,Atlético de Madrid,3,1
08/04/1984,1983-1984,31,Español,Salamanca,3,0
08/04/1984,1983-1984,31,CD Málaga,Mallorca,2,0
08/04/1984,1983-1984,31,Real Sociedad,Sevilla,1,0
08/04/1984,1983-1984,31,Real Madrid,Murcia,3,2
08/04/1984,1983-1984,31,Valencia,Osasuna,2,0
08/04/1984,1983-1984,31,Valladolid,Sporting de Gijón,2,0
14/04/1984,1983-1984,32,Athletic Club,CD Málaga,2,1
14/04/1984,1983-1984,32,Sporting de Gijón,Real Madrid,1,2
14/04/1984,1983-1984,32,Mallorca,Valencia,1,2
15/04/1984,1983-1984,32,Atlético de Madrid,Zaragoza,3,3
15/04/1984,1983-1984,32,Barcelona,Salamanca,2,0
15/04/1984,1983-1984,32,Murcia,Betis,1,0
15/04/1984,1983-1984,32,Osasuna,Real Sociedad,0,3
15/04/1984,1983-1984,32,Sevilla,Cádiz,2,1
15/04/1984,1983-1984,32,Valladolid,Español,0,0
21/04/1984,1983-1984,33,CD Málaga,Murcia,1,0
22/04/1984,1983-1984,33,Barcelona,Español,5,2
22/04/1984,1983-1984,33,Betis,Sporting de Gijón,3,0
22/04/1984,1983-1984,33,Cádiz,Osasuna,0,0
22/04/1984,1983-1984,33,Real Sociedad,Mallorca,1,0
22/04/1984,1983-1984,33,Real Madrid,Valladolid,2,1
22/04/1984,1983-1984,33,Salamanca,Atlético de Madrid,2,2
22/04/1984,1983-1984,33,Valencia,Athletic Club,1,2
22/04/1984,1983-1984,33,Zaragoza,Sevilla,1,1
01/09/1984,1984-1985,1,Athletic Club,Valladolid,1,1
01/09/1984,1984-1985,1,Elche,Valencia,0,1
01/09/1984,1984-1985,1,Español,Atlético de Madrid,0,0
02/09/1984,1984-1985,1,Betis,Real Sociedad,0,0
02/09/1984,1984-1985,1,CD Málaga,Sevilla,0,1
02/09/1984,1984-1985,1,Osasuna,Murcia,2,0
02/09/1984,1984-1985,1,Racing de Santander,Sporting de Gijón,1,0
02/09/1984,1984-1985,1,Real Madrid,Barcelona,0,3
02/09/1984,1984-1985,1,Zaragoza,Hércules,0,1
09/09/1984,1984-1985,2,Atlético de Madrid,Osasuna,3,0
09/09/1984,1984-1985,2,Barcelona,Zaragoza,4,0
09/09/1984,1984-1985,2,Sporting de Gijón,Real Madrid,1,1
09/09/1984,1984-1985,2,Hércules,Elche,1,0
09/09/1984,1984-1985,2,Murcia,Betis,0,1
09/09/1984,1984-1985,2,Real Sociedad,CD Málaga,0,1
09/09/1984,1984-1985,2,Sevilla,Athletic Club,3,0
09/09/1984,1984-1985,2,Valencia,Español,5,1
09/09/1984,1984-1985,2,Valladolid,Racing de Santander,1,0
01/11/1984,1984-1985,3,Betis,Atlético de Madrid,0,1
01/11/1984,1984-1985,3,Elche,Barcelona,0,0
01/11/1984,1984-1985,3,Español,Hércules,2,2
01/11/1984,1984-1985,3,CD Málaga,Athletic Club,0,1
01/11/1984,1984-1985,3,Osasuna,Valencia,2,0
01/11/1984,1984-1985,3,Racing de Santander,Sevilla,1,0
01/11/1984,1984-1985,3,Real Sociedad,Murcia,4,0
01/11/1984,1984-1985,3,Real Madrid,Valladolid,2,0
01/11/1984,1984-1985,3,Zaragoza,Sporting de Gijón,2,0
23/09/1984,1984-1985,4,Athletic Club,Racing de Santander,1,0
23/09/1984,1984-1985,4,Atlético de Madrid,Real Sociedad,2,1
23/09/1984,1984-1985,4,Barcelona,Español,1,0
23/09/1984,1984-1985,4,Sporting de Gijón,Elche,2,0
23/09/1984,1984-1985,4,Hércules,Osasuna,1,1
23/09/1984,1984-1985,4,Murcia,CD Málaga,4,0
23/09/1984,1984-1985,4,Sevilla,Real Madrid,1,0
23/09/1984,1984-1985,4,Valencia,Betis,0,1
23/09/1984,1984-1985,4,Valladolid,Zaragoza,1,1
29/09/1984,1984-1985,5,Betis,Barcelona,1,2
29/09/1984,1984-1985,5,Real Sociedad,Hércules,4,0
30/09/1984,1984-1985,5,Elche,Sevilla,0,0
30/09/1984,1984-1985,5,Español,Valladolid,2,2
30/09/1984,1984-1985,5,CD Málaga,Atlético de Madrid,1,0
30/09/1984,1984-1985,5,Murcia,Valencia,0,3
30/09/1984,1984-1985,5,Osasuna,Sporting de Gijón,0,0
30/09/1984,1984-1985,5,Real Madrid,Racing de Santander,3,0
30/09/1984,1984-1985,5,Zaragoza,Athletic Club,1,0
07/10/1984,1984-1985,6,Athletic Club,Real Madrid,0,0
07/10/1984,1984-1985,6,Atlético de Madrid,Murcia,2,1
07/10/1984,1984-1985,6,Barcelona,Osasuna,2,0
07/10/1984,1984-1985,6,Sporting de Gijón,Español,1,0
07/10/1984,1984-1985,6,Hércules,Betis,2,2
07/10/1984,1984-1985,6,Racing de Santander,CD Málaga,2,0
07/10/1984,1984-1985,6,Sevilla,Zaragoza,2,1
07/10/1984,1984-1985,6,Valencia,Real Sociedad,2,0
07/10/1984,1984-1985,6,Valladolid,Elche,1,2
12/10/1984,1984-1985,7,Atlético de Madrid,Hércules,1,0
12/10/1984,1984-1985,7,Betis,Valladolid,1,1
12/10/1984,1984-1985,7,Elche,Racing de Santander,2,0
12/10/1984,1984-1985,7,Español,Athletic Club,1,0
12/10/1984,1984-1985,7,CD Málaga,Valencia,0,0
12/10/1984,1984-1985,7,Murcia,Barcelona,1,1
12/10/1984,1984-1985,7,Osasuna,Sevilla,4,0
12/10/1984,1984-1985,7,Real Sociedad,Sporting de Gijón,0,0
12/10/1984,1984-1985,7,Zaragoza,Real Madrid,0,2
20/10/1984,1984-1985,8,Real Madrid,CD Málaga,0,0
20/10/1984,1984-1985,8,Valencia,Atlético de Madrid,0,0
21/10/1984,1984-1985,8,Athletic Club,Elche,0,0
21/10/1984,1984-1985,8,Barcelona,Real Sociedad,1,1
21/10/1984,1984-1985,8,Sporting de Gijón,Betis,1,1
21/10/1984,1984-1985,8,Hércules,Murcia,2,1
21/10/1984,1984-1985,8,Racing de Santander,Zaragoza,1,1
21/10/1984,1984-1985,8,Sevilla,Español,0,0
21/10/1984,1984-1985,8,Valladolid,Osasuna,2,3
28/10/1984,1984-1985,9,Atlético de Madrid,Barcelona,1,2
28/10/1984,1984-1985,9,Betis,Sevilla,1,2
28/10/1984,1984-1985,9,Elche,Real Madrid,0,1
28/10/1984,1984-1985,9,Español,Racing de Santander,5,0
28/10/1984,1984-1985,9,CD Málaga,Zaragoza,2,0
28/10/1984,1984-1985,9,Murcia,Sporting de Gijón,0,3
28/10/1984,1984-1985,9,Osasuna,Athletic Club,1,2
28/10/1984,1984-1985,9,Real Sociedad,Valladolid,0,0
28/10/1984,1984-1985,9,Valencia,Hércules,3,0
04/11/1984,1984-1985,10,Athletic Club,Betis,1,1
04/11/1984,1984-1985,10,Barcelona,Valencia,1,1
04/11/1984,1984-1985,10,Sporting de Gijón,Atlético de Madrid,2,1
04/11/1984,1984-1985,10,Hércules,CD Málaga,1,1
04/11/1984,1984-1985,10,Racing de Santander,Osasuna,5,0
04/11/1984,1984-1985,10,Real Madrid,Español,4,1
04/11/1984,1984-1985,10,Sevilla,Real Sociedad,0,1
04/11/1984,1984-1985,10,Valladolid,Murcia,1,1
04/11/1984,1984-1985,10,Zaragoza,Elche,1,0
17/11/1984,1984-1985,11,Real Sociedad,Racing de Santander,0,0
18/11/1984,1984-1985,11,Atlético de Madrid,Sevilla,1,1
18/11/1984,1984-1985,11,Betis,Real Madrid,4,1
18/11/1984,1984-1985,11,Español,Elche,1,0
18/11/1984,1984-1985,11,Hércules,Sporting de Gijón,1,1
18/11/1984,1984-1985,11,CD Málaga,Barcelona,1,2
18/11/1984,1984-1985,11,Murcia,Athletic Club,0,0
18/11/1984,1984-1985,11,Osasuna,Zaragoza,0,1
18/11/1984,1984-1985,11,Valencia,Valladolid,0,0
21/11/1984,1984-1985,12,Athletic Club,Real Sociedad,1,1
21/11/1984,1984-1985,12,Barcelona,Hércules,2,0
21/11/1984,1984-1985,12,Elche,CD Málaga,1,1
21/11/1984,1984-1985,12,Sporting de Gijón,Valencia,1,1
21/11/1984,1984-1985,12,Racing de Santander,Betis,1,1
21/11/1984,1984-1985,12,Real Madrid,Osasuna,1,0
21/11/1984,1984-1985,12,Sevilla,Murcia,0,0
21/11/1984,1984-1985,12,Valladolid,Atlético de Madrid,2,2
21/11/1984,1984-1985,12,Zaragoza,Español,1,1
25/11/1984,1984-1985,13,Atlético de Madrid,Racing de Santander,2,1
25/11/1984,1984-1985,13,Barcelona,Valladolid,4,2
25/11/1984,1984-1985,13,Betis,Elche,2,0
25/11/1984,1984-1985,13,Hércules,Sevilla,0,0
25/11/1984,1984-1985,13,CD Málaga,Sporting de Gijón,0,0
25/11/1984,1984-1985,13,Murcia,Real Madrid,0,1
25/11/1984,1984-1985,13,Osasuna,Español,5,0
25/11/1984,1984-1985,13,Real Sociedad,Zaragoza,2,1
25/11/1984,1984-1985,13,Valencia,Athletic Club,1,1
02/12/1984,1984-1985,14,Athletic Club,Atlético de Madrid,2,2
02/12/1984,1984-1985,14,Elche,Osasuna,0,0
02/12/1984,1984-1985,14,Español,CD Málaga,0,0
02/12/1984,1984-1985,14,Sporting de Gijón,Barcelona,2,2
02/12/1984,1984-1985,14,Racing de Santander,Murcia,2,2
02/12/1984,1984-1985,14,Real Madrid,Real Sociedad,1,1
02/12/1984,1984-1985,14,Sevilla,Valencia,0,0
02/12/1984,1984-1985,14,Valladolid,Hércules,3,1
02/12/1984,1984-1985,14,Zaragoza,Betis,0,0
08/12/1984,1984-1985,15,Atlético de Madrid,Real Madrid,0,1
08/12/1984,1984-1985,15,Barcelona,Sevilla,3,1
08/12/1984,1984-1985,15,Betis,Español,3,1
08/12/1984,1984-1985,15,Murcia,Zaragoza,0,3
08/12/1984,1984-1985,15,Real Sociedad,Elche,2,0
09/12/1984,1984-1985,15,Sporting de Gijón,Valladolid,1,3
09/12/1984,1984-1985,15,Hércules,Athletic Club,0,0
09/12/1984,1984-1985,15,CD Málaga,Osasuna,2,1
09/12/1984,1984-1985,15,Valencia,Racing de Santander,0,0
16/12/1984,1984-1985,16,Athletic Club,Barcelona,1,0
16/12/1984,1984-1985,16,Elche,Murcia,0,0
16/12/1984,1984-1985,16,Español,Real Sociedad,1,3
16/12/1984,1984-1985,16,CD Málaga,Valladolid,3,1
16/12/1984,1984-1985,16,Osasuna,Betis,1,2
16/12/1984,1984-1985,16,Racing de Santander,Hércules,2,0
16/12/1984,1984-1985,16,Real Madrid,Valencia,1,0
16/12/1984,1984-1985,16,Sevilla,Sporting de Gijón,0,1
16/12/1984,1984-1985,16,Zaragoza,Atlético de Madrid,1,1
23/12/1984,1984-1985,17,Atlético de Madrid,Elche,1,0
23/12/1984,1984-1985,17,Barcelona,Racing de Santander,2,0
23/12/1984,1984-1985,17,Betis,CD Málaga,0,1
23/12/1984,1984-1985,17,Sporting de Gijón,Athletic Club,1,1
23/12/1984,1984-1985,17,Hércules,Real Madrid,2,2
23/12/1984,1984-1985,17,Murcia,Español,1,0
23/12/1984,1984-1985,17,Real Sociedad,Osasuna,0,2
23/12/1984,1984-1985,17,Valencia,Zaragoza,4,1
23/12/1984,1984-1985,17,Valladolid,Sevilla,2,3
30/12/1984,1984-1985,18,Atlético de Madrid,Español,2,2
30/12/1984,1984-1985,18,Barcelona,Real Madrid,3,2
30/12/1984,1984-1985,18,Sporting de Gijón,Racing de Santander,0,0
30/12/1984,1984-1985,18,Hércules,Zaragoza,0,0
30/12/1984,1984-1985,18,Murcia,Osasuna,0,0
30/12/1984,1984-1985,18,Real Sociedad,Betis,0,1
30/12/1984,1984-1985,18,Sevilla,CD Málaga,2,0
30/12/1984,1984-1985,18,Valencia,Elche,0,0
30/12/1984,1984-1985,18,Valladolid,Athletic Club,0,0
06/01/1985,1984-1985,19,Athletic Club,Sevilla,0,0
06/01/1985,1984-1985,19,Betis,Murcia,0,2
06/01/1985,1984-1985,19,Elche,Hércules,2,0
06/01/1985,1984-1985,19,Español,Valencia,3,2
06/01/1985,1984-1985,19,CD Málaga,Real Sociedad,1,3
06/01/1985,1984-1985,19,Racing de Santander,Valladolid,1,0
06/01/1985,1984-1985,19,Real Madrid,Sporting de Gijón,0,0
06/01/1985,1984-1985,19,Zaragoza,Barcelona,2,4
20/03/1985,1984-1985,19,Osasuna,Atlético de Madrid,0,0
13/01/1985,1984-1985,20,Athletic Club,CD Málaga,4,1
13/01/1985,1984-1985,20,Atlético de Madrid,Betis,2,0
13/01/1985,1984-1985,20,Barcelona,Elche,4,0
13/01/1985,1984-1985,20,Sporting de Gijón,Zaragoza,0,2
13/01/1985,1984-1985,20,Hércules,Español,0,0
13/01/1985,1984-1985,20,Murcia,Real Sociedad,2,2
13/01/1985,1984-1985,20,Sevilla,Racing de Santander,0,0
13/01/1985,1984-1985,20,Valencia,Osasuna,0,0
13/01/1985,1984-1985,20,Valladolid,Real Madrid,1,1
19/01/1985,1984-1985,21,Real Sociedad,Atlético de Madrid,0,4
20/01/1985,1984-1985,21,Betis,Valencia,1,3
20/01/1985,1984-1985,21,Elche,Sporting de Gijón,0,0
20/01/1985,1984-1985,21,Español,Barcelona,0,0
20/01/1985,1984-1985,21,CD Málaga,Murcia,0,0
20/01/1985,1984-1985,21,Osasuna,Hércules,2,1
20/01/1985,1984-1985,21,Racing de Santander,Athletic Club,1,0
20/01/1985,1984-1985,21,Real Madrid,Sevilla,1,2
20/01/1985,1984-1985,21,Zaragoza,Valladolid,1,1
27/01/1985,1984-1985,22,Athletic Club,Zaragoza,0,3
27/01/1985,1984-1985,22,Atlético de Madrid,CD Málaga,3,0
27/01/1985,1984-1985,22,Barcelona,Betis,4,0
27/01/1985,1984-1985,22,Sporting de Gijón,Osasuna,1,0
27/01/1985,1984-1985,22,Hércules,Real Sociedad,0,0
27/01/1985,1984-1985,22,Racing de Santander,Real Madrid,0,0
27/01/1985,1984-1985,22,Sevilla,Elche,1,1
27/01/1985,1984-1985,22,Valencia,Murcia,1,1
27/01/1985,1984-1985,22,Valladolid,Español,1,1
03/02/1985,1984-1985,23,Betis,Hércules,1,0
03/02/1985,1984-1985,23,Elche,Valladolid,1,1
03/02/1985,1984-1985,23,Español,Sporting de Gijón,2,2
03/02/1985,1984-1985,23,CD Málaga,Racing de Santander,2,0
03/02/1985,1984-1985,23,Murcia,Atlético de Madrid,0,1
03/02/1985,1984-1985,23,Osasuna,Barcelona,1,2
03/02/1985,1984-1985,23,Real Sociedad,Valencia,4,1
03/02/1985,1984-1985,23,Real Madrid,Athletic Club,2,2
03/02/1985,1984-1985,23,Zaragoza,Sevilla,4,1
10/02/1985,1984-1985,24,Athletic Club,Español,2,1
10/02/1985,1984-1985,24,Barcelona,Murcia,6,0
10/02/1985,1984-1985,24,Sporting de Gijón,Real Sociedad,1,0
10/02/1985,1984-1985,24,Hércules,Atlético de Madrid,1,3
10/02/1985,1984-1985,24,Racing de Santander,Elche,2,0
10/02/1985,1984-1985,24,Real Madrid,Zaragoza,1,2
10/02/1985,1984-1985,24,Sevilla,Osasuna,1,2
10/02/1985,1984-1985,24,Valencia,CD Málaga,1,1
10/02/1985,1984-1985,24,Valladolid,Betis,3,1
17/02/1985,1984-1985,25,Atlético de Madrid,Valencia,2,3
17/02/1985,1984-1985,25,Betis,Sporting de Gijón,1,2
17/02/1985,1984-1985,25,Elche,Athletic Club,1,0
17/02/1985,1984-1985,25,Español,Sevilla,1,0
17/02/1985,1984-1985,25,CD Málaga,Real Madrid,1,1
17/02/1985,1984-1985,25,Murcia,Hércules,0,2
17/02/1985,1984-1985,25,Osasuna,Valladolid,3,0
17/02/1985,1984-1985,25,Real Sociedad,Barcelona,0,0
17/02/1985,1984-1985,25,Zaragoza,Racing de Santander,0,0
20/02/1985,1984-1985,26,Athletic Club,Osasuna,5,0
20/02/1985,1984-1985,26,Barcelona,Atlético de Madrid,2,2
20/02/1985,1984-1985,26,Sporting de Gijón,Murcia,1,0
20/02/1985,1984-1985,26,Hércules,Valencia,2,0
20/02/1985,1984-1985,26,Racing de Santander,Español,1,3
20/02/1985,1984-1985,26,Real Madrid,Elche,6,1
20/02/1985,1984-1985,26,Sevilla,Betis,1,0
20/02/1985,1984-1985,26,Valladolid,Real Sociedad,1,1
20/02/1985,1984-1985,26,Zaragoza,CD Málaga,0,0
03/03/1985,1984-1985,27,Atlético de Madrid,Sporting de Gijón,0,0
03/03/1985,1984-1985,27,Betis,Athletic Club,0,2
03/03/1985,1984-1985,27,Elche,Zaragoza,0,0
03/03/1985,1984-1985,27,Español,Real Madrid,2,0
03/03/1985,1984-1985,27,CD Málaga,Hércules,1,1
03/03/1985,1984-1985,27,Murcia,Valladolid,1,2
03/03/1985,1984-1985,27,Osasuna,Racing de Santander,0,0
03/03/1985,1984-1985,27,Real Sociedad,Sevilla,5,1
03/03/1985,1984-1985,27,Valencia,Barcelona,2,5
09/03/1985,1984-1985,28,Athletic Club,Murcia,1,0
09/03/1985,1984-1985,28,Sporting de Gijón,Hércules,4,0
09/03/1985,1984-1985,28,Racing de Santander,Real Sociedad,1,0
10/03/1985,1984-1985,28,Barcelona,CD Málaga,1,0
10/03/1985,1984-1985,28,Elche,Español,0,3
10/03/1985,1984-1985,28,Real Madrid,Betis,3,2
10/03/1985,1984-1985,28,Sevilla,Atlético de Madrid,2,4
10/03/1985,1984-1985,28,Valladolid,Valencia,1,0
10/03/1985,1984-1985,28,Zaragoza,Osasuna,1,2
17/03/1985,1984-1985,29,Atlético de Madrid,Valladolid,2,0
17/03/1985,1984-1985,29,Betis,Racing de Santander,1,2
17/03/1985,1984-1985,29,Español,Zaragoza,3,2
17/03/1985,1984-1985,29,Hércules,Barcelona,1,0
17/03/1985,1984-1985,29,CD Málaga,Elche,0,0
17/03/1985,1984-1985,29,Murcia,Sevilla,2,0
17/03/1985,1984-1985,29,Osasuna,Real Madrid,1,0
17/03/1985,1984-1985,29,Real Sociedad,Athletic Club,1,2
17/03/1985,1984-1985,29,Valencia,Sporting de Gijón,0,2
24/03/1985,1984-1985,30,Athletic Club,Valencia,3,2
24/03/1985,1984-1985,30,Elche,Betis,2,1
24/03/1985,1984-1985,30,Español,Osasuna,1,0
24/03/1985,1984-1985,30,Sporting de Gijón,CD Málaga,2,0
24/03/1985,1984-1985,30,Racing de Santander,Atlético de Madrid,1,2
24/03/1985,1984-1985,30,Real Madrid,Murcia,5,0
24/03/1985,1984-1985,30,Sevilla,Hércules,2,0
24/03/1985,1984-1985,30,Valladolid,Barcelona,1,2
24/03/1985,1984-1985,30,Zaragoza,Real Sociedad,1,2
30/03/1985,1984-1985,31,Barcelona,Sporting de Gijón,2,0
30/03/1985,1984-1985,31,CD Málaga,Español,1,1
30/03/1985,1984-1985,31,Real Sociedad,Real Madrid,0,3
30/03/1985,1984-1985,31,Valencia,Sevilla,0,0
31/03/1985,1984-1985,31,Atlético de Madrid,Athletic Club,0,0
31/03/1985,1984-1985,31,Betis,Zaragoza,2,0
31/03/1985,1984-1985,31,Hércules,Valladolid,2,1
31/03/1985,1984-1985,31,Murcia,Racing de Santander,3,1
31/03/1985,1984-1985,31,Osasuna,Elche,2,2
06/04/1985,1984-1985,32,Español,Betis,0,1
07/04/1985,1984-1985,32,Athletic Club,Hércules,4,1
07/04/1985,1984-1985,32,Elche,Real Sociedad,1,1
07/04/1985,1984-1985,32,Osasuna,CD Málaga,1,0
07/04/1985,1984-1985,32,Racing de Santander,Valencia,1,1
07/04/1985,1984-1985,32,Real Madrid,Atlético de Madrid,0,4
07/04/1985,1984-1985,32,Sevilla,Barcelona,2,2
07/04/1985,1984-1985,32,Valladolid,Sporting de Gijón,0,0
07/04/1985,1984-1985,32,Zaragoza,Murcia,3,0
14/04/1985,1984-1985,33,Atlético de Madrid,Zaragoza,0,1
14/04/1985,1984-1985,33,Barcelona,Athletic Club,0,0
14/04/1985,1984-1985,33,Betis,Osasuna,3,1
14/04/1985,1984-1985,33,Sporting de Gijón,Sevilla,2,0
14/04/1985,1984-1985,33,Hércules,Racing de Santander,2,0
14/04/1985,1984-1985,33,Murcia,Elche,2,1
14/04/1985,1984-1985,33,Real Sociedad,Español,2,0
14/04/1985,1984-1985,33,Valencia,Real Madrid,1,0
14/04/1985,1984-1985,33,Valladolid,CD Málaga,1,1
31/08/1985,1985-1986,1,Español,Cádiz,5,0
31/08/1985,1985-1986,1,Las Palmas,Sporting de Gijón,1,3
31/08/1985,1985-1986,1,Osasuna,Athletic Club,0,1
31/08/1985,1985-1986,1,Real Sociedad,Celta de Vigo,1,1
31/08/1985,1985-1986,1,Valencia,Valladolid,2,1
01/09/1985,1985-1986,1,Atlético de Madrid,Sevilla,3,0
01/09/1985,1985-1986,1,Betis,Real Madrid,2,2
01/09/1985,1985-1986,1,Racing de Santander,Barcelona,0,0
01/09/1985,1985-1986,1,Zaragoza,Hércules,1,0
04/09/1985,1985-1986,2,Athletic Club,Las Palmas,1,1
04/09/1985,1985-1986,2,Barcelona,Zaragoza,2,0
04/09/1985,1985-1986,2,Cádiz,Racing de Santander,2,1
04/09/1985,1985-1986,2,Celta de Vigo,Betis,0,1
04/09/1985,1985-1986,2,Sporting de Gijón,Real Sociedad,0,0
04/09/1985,1985-1986,2,Hércules,Atlético de Madrid,2,2
04/09/1985,1985-1986,2,Real Madrid,Valencia,5,0
04/09/1985,1985-1986,2,Sevilla,Osasuna,1,0
04/09/1985,1985-1986,2,Valladolid,Español,1,0
08/09/1985,1985-1986,3,Athletic Club,Sevilla,3,1
08/09/1985,1985-1986,3,Atlético de Madrid,Barcelona,2,1
08/09/1985,1985-1986,3,Betis,Sporting de Gijón,1,1
08/09/1985,1985-1986,3,Español,Real Madrid,1,2
08/09/1985,1985-1986,3,Las Palmas,Real Sociedad,1,2
08/09/1985,1985-1986,3,Osasuna,Hércules,1,0
08/09/1985,1985-1986,3,Racing de Santander,Valladolid,1,1
08/09/1985,1985-1986,3,Valencia,Celta de Vigo,3,1
08/09/1985,1985-1986,3,Zaragoza,Cádiz,3,0
14/09/1985,1985-1986,4,Barcelona,Osasuna,2,2
14/09/1985,1985-1986,4,Sporting de Gijón,Valencia,1,0
15/09/1985,1985-1986,4,Cádiz,Atlético de Madrid,2,0
15/09/1985,1985-1986,4,Celta de Vigo,Español,2,1
15/09/1985,1985-1986,4,Hércules,Athletic Club,0,1
15/09/1985,1985-1986,4,Real Sociedad,Betis,2,2
15/09/1985,1985-1986,4,Real Madrid,Racing de Santander,1,0
15/09/1985,1985-1986,4,Sevilla,Las Palmas,4,0
15/09/1985,1985-1986,4,Valladolid,Zaragoza,1,1
28/09/1985,1985-1986,5,Athletic Club,Barcelona,2,1
28/09/1985,1985-1986,5,Atlético de Madrid,Valladolid,1,4
28/09/1985,1985-1986,5,Las Palmas,Betis,1,0
28/09/1985,1985-1986,5,Osasuna,Cádiz,0,0
28/09/1985,1985-1986,5,Valencia,Real Sociedad,3,1
29/09/1985,1985-1986,5,Español,Sporting de Gijón,0,0
29/09/1985,1985-1986,5,Racing de Santander,Celta de Vigo,3,0
29/09/1985,1985-1986,5,Sevilla,Hércules,0,0
29/09/1985,1985-1986,5,Zaragoza,Real Madrid,1,1
06/10/1985,1985-1986,6,Barcelona,Sevilla,0,0
06/10/1985,1985-1986,6,Cádiz,Athletic Club,1,1
06/10/1985,1985-1986,6,Celta de Vigo,Zaragoza,1,2
06/10/1985,1985-1986,6,Sporting de Gijón,Racing de Santander,2,0
06/10/1985,1985-1986,6,Hércules,Las Palmas,2,0
06/10/1985,1985-1986,6,Real Sociedad,Español,1,0
06/10/1985,1985-1986,6,Real Madrid,Atlético de Madrid,2,1
06/10/1985,1985-1986,6,Valladolid,Osasuna,1,0
07/11/1985,1985-1986,6,Betis,Valencia,0,0
12/10/1985,1985-1986,7,Zaragoza,Sporting de Gijón,0,0
13/10/1985,1985-1986,7,Athletic Club,Valladolid,3,3
13/10/1985,1985-1986,7,Atlético de Madrid,Celta de Vigo,3,1
13/10/1985,1985-1986,7,Español,Betis,2,0
13/10/1985,1985-1986,7,Hércules,Barcelona,1,2
13/10/1985,1985-1986,7,Las Palmas,Valencia,2,0
13/10/1985,1985-1986,7,Osasuna,Real Madrid,0,1
13/10/1985,1985-1986,7,Racing de Santander,Real Sociedad,2,0
13/10/1985,1985-1986,7,Sevilla,Cádiz,3,0
19/10/1985,1985-1986,8,Celta de Vigo,Osasuna,2,0
19/10/1985,1985-1986,8,Sporting de Gijón,Atlético de Madrid,1,1
19/10/1985,1985-1986,8,Valencia,Español,0,0
20/10/1985,1985-1986,8,Betis,Racing de Santander,1,1
20/10/1985,1985-1986,8,Cádiz,Hércules,2,0
20/10/1985,1985-1986,8,Real Sociedad,Zaragoza,2,0
20/10/1985,1985-1986,8,Real Madrid,Athletic Club,2,0
20/10/1985,1985-1986,8,Valladolid,Sevilla,2,0
27/11/1985,1985-1986,8,Barcelona,Las Palmas,3,1
26/10/1985,1985-1986,9,Atlético de Madrid,Real Sociedad,3,1
27/10/1985,1985-1986,9,Athletic Club,Celta de Vigo,3,1
27/10/1985,1985-1986,9,Barcelona,Cádiz,1,0
27/10/1985,1985-1986,9,Hércules,Valladolid,1,0
27/10/1985,1985-1986,9,Las Palmas,Español,3,1
27/10/1985,1985-1986,9,Osasuna,Sporting de Gijón,1,2
27/10/1985,1985-1986,9,Racing de Santander,Valencia,2,2
27/10/1985,1985-1986,9,Sevilla,Real Madrid,2,2
27/10/1985,1985-1986,9,Zaragoza,Betis,1,1
02/11/1985,1985-1986,10,Real Sociedad,Osasuna,1,0
02/11/1985,1985-1986,10,Real Madrid,Hércules,4,0
03/11/1985,1985-1986,10,Betis,Atlético de Madrid,2,2
